COHORTE,CAMPUS,FACULTAD,CARRERA,DOMICILIO_CIUDAD,DOMICILIO_COMUNA,DOMICILIO_PROVINCIA,DOMICILIO_REGION_D,GRUPO_ANHO_EGRESO,UNIDAD_EDUCATIVA,DEPENDENCIA,TIPO_EDUCACION,POSICION_LISTA_POST,GRUPO_ED_PADRES,SEXO,COMUNA_COLEGIO,REGION_COLEGIO,1RA_PREFERENCIA,PTJE_LENGUAJE,PTJE_MATEMATICAS,PTJE_NEM,FINANCIAMIENTO,GRATUIDAD,TRABAJA_Y_ESTUDIA,HIJOS,DISCAPACIDAD,SITUACION_DE_POSTULACION,CERCANIA,DESERTA_1ER_ANHO,AMBAS_PRUEBAS,MAX_PTJE,EDAD_EGRESO_COLEGIO,EDAD_INGRESO_UNIV
2021,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,CONSTITUCION,CONSTITUCION,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,35,NINGUNO PROFESIONAL,HOMBRE,CONSTITUCION,7,0,486,598,421,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,22
2021,TALCA,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN BIOINFORMATICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,11,ALGUNO PROFESIONAL,MUJER,TALCA,7,1,756,629,641,SI,NO,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,22
2021,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,MAULE,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,20,ALGUNO PROFESIONAL,HOMBRE,ANTOFAGASTA,2,1,590,627,674,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,22
2021,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,22,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,1,666,618,656,SI,NO,Si,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,22
2021,TALCA,FACULTAD DE INGENIERIA,INGENIERIA EN DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,23,AMBOS PROFESIONALES,HOMBRE,CURICO,7,0,609,645,646,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,21
2021,TALCA,FACULTAD DE PSICOLOGIA,TERAPIA OCUPACIONAL,ARICA,ARICA,ARICA,REGION DE ARICA Y PARINACOTA,ANOS ANTERIORES,1,SERVICIO LOCAL DE EDUCACION,CIENTIFICO HUMANISTA,9,NINGUNO PROFESIONAL,MUJER,ARICA,15,0,471,545,775,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,PICHILEMU,PICHILEMU,CARDENAL CARO,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,27,NINGUNO PROFESIONAL,HOMBRE,PICHILEMU,6,1,495,580,721,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,69,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,530,589,567,NO,NO,No,No,No,LISTA DE ESPERA,CERCA,1,1,MATEMATICAS,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,TENO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,15,NINGUNO PROFESIONAL,HOMBRE,TENO,7,1,590,636,700,SI,NO,Si,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,61,NINGUNO PROFESIONAL,HOMBRE,TENO,7,1,546,592,593,SI,SI,No,No,No,LISTA DE ESPERA,CERCA,0,1,MATEMATICAS,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN COMPUTACION,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,34,NINGUNO PROFESIONAL,HOMBRE,CURICO,7,1,483,619,667,SI,SI,No,No,Si,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,20
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL DE MINAS,CURICO,LICANTEN,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,7,NINGUNO PROFESIONAL,HOMBRE,LICANTEN,7,1,622,627,749,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL DE MINAS,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,12,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,546,580,699,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,20
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL ELECTRICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,49,ALGUNO PROFESIONAL,HOMBRE,CURICO,7,1,536,587,519,NO,NO,No,No,No,SELECCIONADO,CERCA,1,0,MATEMATICAS,17,20
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL EN OBRAS CIVILES,SAN FERNANDO,SAN FERNANDO,COLCHAGUA,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,SERVICIO LOCAL DE EDUCACION,CIENTIFICO HUMANISTA,54,ALGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,1,551,509,419,NO,NO,Si,No,No,SELECCIONADO,LEJOS,1,1,LENGUAJE,19,22
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,QUINTA DE TILCOCO,QUINTA DE TILCOCO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,103,NINGUNO PROFESIONAL,HOMBRE,SANTIAGO,13,1,696,628,577,SI,SI,No,No,No,LISTA DE ESPERA,LEJOS,0,1,LENGUAJE,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL INDUSTRIAL,CHILLAN,CHILLAN,DIGUILLIN,REGION DE NUBLE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,88,NINGUNO PROFESIONAL,HOMBRE,CHILLAN,16,0,490,664,624,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,21
2021,CURICO,FACULTAD DE INGENIERIA,INGENIERIA CIVIL MECANICA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,29,AMBOS PROFESIONALES,HOMBRE,CURICO,7,1,590,613,472,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,18,21
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN BIOLOGIA Y QUIMICA,LINARES,LINARES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,1,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,624,572,646,NO,NO,No,Si,No,SELECCIONADO,CERCA,1,0,LENGUAJE,17,20
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN MATEMATICA Y FISICA,LINARES,LINARES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,9,ALGUNO PROFESIONAL,HOMBRE,LINARES,7,1,658,600,620,NO,NO,No,No,No,SELECCIONADO,CERCA,1,0,LENGUAJE,19,22
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,CHIMBARONGO,CHIMBARONGO,COLCHAGUA,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,SERVICIO LOCAL DE EDUCACION,CIENTIFICO HUMANISTA,14,NINGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,1,562,493,559,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,20
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,RANCAGUA,RANCAGUA,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,20,NINGUNO PROFESIONAL,HOMBRE,RANCAGUA,6,1,666,529,398,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,0,LENGUAJE,18,21
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,LINARES,LINARES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,3,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,17,ALGUNO PROFESIONAL,HOMBRE,LINARES,7,1,579,567,517,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,21
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,LINARES,LINARES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,3,SERVICIO LOCAL DE EDUCACION,TECNICO PROFESIONAL,23,ALGUNO PROFESIONAL,HOMBRE,VALPARAISO,5,1,486,516,508,SI,SI,Si,No,No,SELECCIONADO,CERCA,0,1,MATEMATICAS,17,20
2021,LINARES,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION MEDIA EN INGLES,LINARES,VILLA ALEGRE,LINARES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,15,ALGUNO PROFESIONAL,MUJER,TALCA,7,1,579,516,528,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,18,21
2021,SANTIAGO,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,ADMINISTRACION PUBLICA,RANCAGUA,RANCAGUA,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,TECNICO PROFESIONAL,14,NINGUNO PROFESIONAL,HOMBRE,RANCAGUA,6,1,639,501,389,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,HISTORIA,17,20
2021,SANTIAGO,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,DERECHO - CAMPUS SANTIAGO,SANTIAGO,QUILICURA,SANTIAGO,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,2,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,21,ALGUNO PROFESIONAL,HOMBRE,QUILICURA,13,1,596,634,646,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,HISTORIA,18,21
2021,SANTIAGO-LBI,FACULTAD DE CIENCIAS DE LA EDUCACION,PEDAGOGIA EN EDUCACION GENERAL BASICA CON MENCION EN ALEMAN,MAGALLANES,PUNTA ARENAS,MAGALLANES,REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,4,AMBOS PROFESIONALES,MUJER,PUNTA ARENAS,12,1,445,592,517,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,20
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",ARQUITECTURA,COLTAUCO,COLTAUCO,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,19,NINGUNO PROFESIONAL,MUJER,COLTAUCO,6,1,546,559,796,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,18,21
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",ARQUITECTURA,TALCA,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,73,NINGUNO PROFESIONAL,HOMBRE,TALCA,7,1,693,493,624,SI,SI,Si,No,No,LISTA DE ESPERA,CERCA,0,1,LENGUAJE,17,20
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",DISENO,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,REGION DE ANTOFAGASTA,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,42,ALGUNO PROFESIONAL,HOMBRE,ANTOFAGASTA,2,1,590,592,541,NO,NO,No,No,No,LISTA DE ESPERA,LEJOS,1,0,MATEMATICAS,18,21
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",DISENO,RANCAGUA,RANCAGUA,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,13,NINGUNO PROFESIONAL,MUJER,RANCAGUA,6,1,551,651,652,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,21
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",DISENO,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,4,AMBOS PROFESIONALES,MUJER,TALCA,7,1,666,658,760,NO,NO,No,No,No,SELECCIONADO,CERCA,0,1,LENGUAJE,17,20
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",LICENCIATURA EN INTERPRETACION Y FORMACION MUSICAL ESPECIALIZADA,SAN GREGORIO,NIQUEN,PUNILLA,REGION DE NUBLE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,24,ALGUNO PROFESIONAL,MUJER,SAN CARLOS,16,1,522,549,517,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,20
2021,TALCA,"FACULTAD DE ARQUITECTURA, MUSICA Y DISENO",LICENCIATURA EN INTERPRETACION Y FORMACION MUSICAL ESPECIALIZADA,CURANILAHUE,CURANILAHUE,ARAUCO,REGION DEL BIOBIO,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,9,ALGUNO PROFESIONAL,MUJER,CURANILAHUE,8,1,684,653,738,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,20
2021,TALCA,FACULTAD DE CIENCIAS AGRARIAS,AGRONOMIA,LINARES,LINARES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,78,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,522,576,523,SI,SI,Si,No,No,LISTA DE ESPERA,LEJOS,0,0,MATEMATICAS,20,23
2021,TALCA,FACULTAD DE CIENCIAS AGRARIAS,AGRONOMIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,76,NINGUNO PROFESIONAL,HOMBRE,MOLINA,7,1,551,454,609,NO,NO,Si,No,No,LISTA DE ESPERA,CERCA,1,1,CIENCIAS,18,21
2021,TALCA,FACULTAD DE CIENCIAS AGRARIAS,AGRONOMIA,SAN VICENTE DE TAGUA TAGUA,SAN VICENTE,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,MUNICIPAL,TECNICO PROFESIONAL,25,ALGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,1,473,510,668,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,18,21
2021,TALCA,FACULTAD DE CIENCIAS AGRARIAS,AGRONOMIA,CURICO,CURICO,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,24,NINGUNO PROFESIONAL,MUJER,CURICO,7,1,530,589,689,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS AGRARIAS,AGRONOMIA,HUALANE,HUALANE,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,21,NINGUNO PROFESIONAL,HOMBRE,HUALANE,7,1,490,625,689,SI,SI,No,No,Si,SELECCIONADO,LEJOS,0,1,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERIA,SAN VICENTE,SAN VICENTE,CACHAPOAL,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,63,NINGUNO PROFESIONAL,MUJER,SAN VICENTE,6,0,584,625,699,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,CIENCIAS,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,11,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,647,682,732,NO,NO,No,No,No,SELECCIONADO,CERCA,1,0,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,LINARES,LINARES,LINARES,REGION DEL MAULE,ANOS ANTERIORES,3,MUNICIPAL,TECNICO PROFESIONAL,38,NINGUNO PROFESIONAL,MUJER,LINARES,7,1,508,498,589,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,FONOAUDIOLOGIA,CAUQUENES,CAUQUENES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,53,NINGUNO PROFESIONAL,MUJER,CAUQUENES,7,0,526,481,581,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,KINESIOLOGIA,SAN CLEMENTE,SAN CLEMENTE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,31,ALGUNO PROFESIONAL,HOMBRE,TALCA,7,0,530,570,695,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,KINESIOLOGIA,MOLINA,MOLINA,CURICO,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,TECNICO PROFESIONAL,36,NINGUNO PROFESIONAL,MUJER,CURICO,7,0,461,577,700,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,KINESIOLOGIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,2,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,666,641,796,SI,SI,No,No,No,SELECCIONADO,CERCA,0,0,LENGUAJE,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,KINESIOLOGIA,MAULE,MAULE,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,44,ALGUNO PROFESIONAL,MUJER,MAULE,7,0,620,594,635,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,20
2021,TALCA,ESCUELA DE MEDICINA,MEDICINA,SANTIAGO,LA REINA,SANTIAGO,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,46,AMBOS PROFESIONALES,MUJER,LA REINA,13,0,745,716,792,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,21
2021,TALCA,ESCUELA DE MEDICINA,MEDICINA,CHILLAN,CHILLAN,DIGUILLIN,REGION DE NUBLE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,51,NINGUNO PROFESIONAL,MUJER,CHILLAN,16,1,781,738,764,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,76,ALGUNO PROFESIONAL,MUJER,TALCA,7,0,505,603,624,SI,SI,Si,No,No,LISTA DE ESPERA,CERCA,0,0,MATEMATICAS,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,RETIRO,RETIRO,LINARES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,41,NINGUNO PROFESIONAL,MUJER,RETIRO,7,1,435,484,721,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,NUTRICION Y DIETETICA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,9,AMBOS PROFESIONALES,MUJER,TALCA,7,0,602,713,663,NO,NO,Si,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,OBSTETRICIA Y PUERICULTURA,SANTIAGO,LA PINTANA,SANTIAGO,REGION METROPOLITANA DE SANTIAGO,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,36,NINGUNO PROFESIONAL,MUJER,SANTIAGO,13,0,651,645,721,NO,NO,No,No,No,SELECCIONADO,LEJOS,1,1,LENGUAJE,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ODONTOLOGIA,TALCA,RIO CLARO,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,39,NINGUNO PROFESIONAL,MUJER,TALCA,7,0,643,589,764,SI,SI,No,No,Si,SELECCIONADO,CERCA,0,0,LENGUAJE,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ODONTOLOGIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,13,AMBOS PROFESIONALES,MUJER,TALCA,7,0,651,686,749,NO,NO,Si,No,No,SELECCIONADO,CERCA,0,0,CIENCIAS,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ODONTOLOGIA,CONSTITUCION,CONSTITUCION,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,51,NINGUNO PROFESIONAL,HOMBRE,CONSTITUCION,7,1,546,618,764,SI,NO,Si,No,No,LISTA DE ESPERA,LEJOS,0,0,CIENCIAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,ODONTOLOGIA,TALCA,TALCA,TALCA,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,3,AMBOS PROFESIONALES,MUJER,TALCA,7,0,661,705,753,NO,NO,No,No,No,SELECCIONADO,CERCA,0,0,MATEMATICAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,CAUQUENES,CAUQUENES,CAUQUENES,REGION DEL MAULE,ANOS ANTERIORES,1,MUNICIPAL,CIENTIFICO HUMANISTA,40,ALGUNO PROFESIONAL,MUJER,CAUQUENES,7,0,702,653,710,NO,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,18,21
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,TINGUIRIRICA,CHIMBARONGO,COLCHAGUA,REGION DEL LIBERTADOR BERNARDO OHIGGINS,ANOS ANTERIORES,1,SERVICIO LOCAL DE EDUCACION,CIENTIFICO HUMANISTA,25,NINGUNO PROFESIONAL,MUJER,SAN FERNANDO,6,0,491,610,792,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS DE LA SALUD,TECNOLOGIA MEDICA,VALDIVIA,VALDIVIA,VALDIVIA,REGION DE LOS RIOS,ANOS ANTERIORES,1,PARTICULAR PAGADO,CIENTIFICO HUMANISTA,11,AMBOS PROFESIONALES,MUJER,VALDIVIA,14,0,688,707,732,SI,SI,No,No,No,SELECCIONADO,LEJOS,0,0,CIENCIAS,17,20
2021,TALCA,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,ADMINISTRACION PUBLICA- TALCA,CONCEPCION,SAN PEDRO DE LA PAZ,CONCEPCION,REGION DEL BIOBIO,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,18,ALGUNO PROFESIONAL,MUJER,CURICO,7,1,655,565,587,SI,NO,No,No,No,SELECCIONADO,LEJOS,0,0,LENGUAJE,17,20
2021,TALCA,FACULTAD DE CIENCIAS JURIDICAS Y SOCIALES,DERECHO,COLBUN,COLBUN,LINARES,REGION DEL MAULE,ANOS ANTERIORES,1,PARTICULAR SUBVENCIONADO,CIENTIFICO HUMANISTA,108,ALGUNO PROFESIONAL,MUJER,LINARES,7,0,666,653,635,SI,SI,Si,No,No,SELECCIONADO,LEJOS,0,1,LENGUAJE,17,20
